MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HasShed
20,RL,68.0,50271,IR1,Inside,0.0,Veenker,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShing,Wd Shng,None,0.0,3.0,2.0,CBlock,4.0,2.0,0.0,0.0,1810.0,0.0,32.0,1842.0,3.0,1,SBrkr,1842,0,0,1842,2.0,0.0,0,1,0,1,3.0,5,1,3.0,Attchd,1981.0,Fin,3.0,894.0,2.0,2.0,1,857,72,0,0,0,0,NaN,0,11,2006,WD,Normal,385000.0,0
80,RL,60.0,7134,Reg,Inside,1.0,NAmes,Norm,1Fam,SLvl,5,5,1955,1955,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,1.0,384.0,0.0,0.0,384.0,2.0,1,SBrkr,1360,0,0,1360,0.0,0.0,1,0,3,1,2.0,6,1,2.0,Detchd,1962.0,Unf,2.0,572.0,2.0,2.0,1,0,50,0,0,0,0,MnPrv,0,2,2007,WD,Normal,130000.0,0
20,RL,100.0,10175,IR1,Inside,0.0,NAmes,Norm,1Fam,1Story,6,5,1964,1964,Gable,HdBoard,Plywood,BrkFace,272.0,2.0,2.0,CBlock,2.0,2.0,3.0,2.0,490.0,0.0,935.0,1425.0,3.0,1,SBrkr,1425,0,0,1425,0.0,0.0,2,0,3,1,2.0,7,1,3.0,Attchd,1964.0,RFn,2.0,576.0,2.0,2.0,1,0,0,0,407,0,0,NaN,0,7,2008,WD,Normal,180500.0,0
160,FV,24.0,2645,Reg,Inside,0.0,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,3.0,2.0,PConc,3.0,2.0,3.0,0.0,649.0,0.0,321.0,970.0,4.0,1,SBrkr,983,756,0,1739,1.0,0.0,2,1,3,1,3.0,7,0,5.0,Attchd,1999.0,Fin,2.0,480.0,2.0,2.0,1,115,0,0,0,0,0,NaN,0,8,2009,WD,Abnorml,172500.0,0
60,RL,89.0,11645,IR1,Corner,0.0,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,860.0,860.0,4.0,1,SBrkr,860,860,0,1720,0.0,0.0,2,1,3,1,3.0,7,0,5.0,Attchd,2004.0,RFn,2.0,565.0,2.0,2.0,1,0,70,0,0,0,0,NaN,0,8,2006,WD,Normal,196500.0,0
60,RL,66.0,13682,IR2,CulDSac,0.0,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,1031.0,4.0,2.0,PConc,4.0,2.0,0.0,5.0,0.0,0.0,1410.0,1410.0,4.0,1,SBrkr,1426,1519,0,2945,0.0,0.0,3,1,3,1,3.0,10,1,3.0,BuiltIn,2006.0,Fin,3.0,641.0,2.0,2.0,1,192,0,37,0,0,0,NaN,0,10,2006,New,Partial,438780.0,0
20,RL,60.0,7200,Reg,Inside,0.0,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,HdBoard,HdBoard,None,0.0,2.0,2.0,CBlock,2.0,2.0,1.0,1.0,632.0,0.0,148.0,780.0,4.0,1,SBrkr,780,0,0,780,0.0,0.0,1,0,2,1,2.0,4,0,5.0,Detchd,1973.0,Unf,1.0,352.0,2.0,2.0,1,196,0,0,0,0,0,MnPrv,0,1,2008,WD,Normal,124900.0,0
20,RL,63.0,13072,Reg,Inside,0.0,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,2.0,2.0,PConc,3.0,2.0,3.0,1.0,941.0,0.0,217.0,1158.0,4.0,1,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,3.0,5,0,5.0,Detchd,2006.0,Unf,2.0,576.0,2.0,2.0,1,0,50,0,0,0,0,NaN,0,5,2006,New,Partial,158000.0,0
75,RM,60.0,7200,Reg,Inside,0.0,IDOTRR,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,BrkTil,2.0,1.0,3.0,5.0,0.0,0.0,530.0,530.0,2.0,0,SBrkr,581,530,0,1111,0.0,0.0,1,0,3,1,1.0,6,0,5.0,Detchd,1935.0,Unf,1.0,288.0,2.0,2.0,0,0,0,144,0,0,0,NaN,0,3,2007,WD,Normal,101000.0,0
120,RL,44.0,6442,IR1,Inside,0.0,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,178.0,3.0,2.0,PConc,3.0,3.0,2.0,0.0,24.0,0.0,1346.0,1370.0,4.0,1,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,3.0,6,1,3.0,Attchd,2006.0,RFn,2.0,484.0,2.0,2.0,1,120,49,0,0,0,0,NaN,0,10,2007,WD,Normal,202500.0,0
70,RM,50.0,10300,IR1,Inside,0.0,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,Gable,Stucco,Stucco,None,0.0,2.0,2.0,BrkTil,2.0,2.0,3.0,5.0,0.0,0.0,576.0,576.0,3.0,1,SBrkr,902,808,0,1710,0.0,0.0,2,0,3,1,2.0,9,0,5.0,Detchd,1990.0,Unf,2.0,480.0,2.0,2.0,1,12,11,64,0,0,0,GdPrv,0,4,2010,WD,Normal,140000.0,0
60,RL,0.0,9375,Reg,Inside,0.0,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,Gable,VinylSd,VinylSd,BrkFace,573.0,2.0,2.0,PConc,3.0,2.0,3.0,0.0,739.0,0.0,318.0,1057.0,4.0,1,SBrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,3.0,8,0,5.0,Attchd,1998.0,RFn,2.0,645.0,2.0,2.0,1,576,36,0,0,0,0,GdPrv,0,2,2009,WD,Normal,219500.0,0
60,RL,76.0,9591,Reg,Inside,0.0,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,344.0,3.0,2.0,PConc,4.0,2.0,1.0,5.0,0.0,0.0,1143.0,1143.0,4.0,1,SBrkr,1143,1330,0,2473,0.0,0.0,2,1,4,1,3.0,9,1,3.0,BuiltIn,2004.0,RFn,3.0,852.0,2.0,2.0,1,192,151,0,0,0,0,NaN,0,10,2007,WD,Normal,317000.0,0
20,RL,0.0,19900,Reg,Inside,0.0,NAmes,PosA,1Fam,1Story,7,5,1970,1989,Gable,Plywood,Plywood,BrkFace,287.0,2.0,2.0,CBlock,3.0,2.0,0.0,0.0,912.0,0.0,1035.0,1947.0,2.0,1,SBrkr,2207,0,0,2207,1.0,0.0,2,0,3,1,2.0,7,1,3.0,Attchd,1970.0,RFn,2.0,576.0,2.0,2.0,1,301,0,0,0,0,0,NaN,0,7,2010,WD,Normal,180000.0,0
20,RL,72.0,10665,IR1,Inside,0.0,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,167.0,3.0,2.0,PConc,3.0,2.0,1.0,0.0,1013.0,0.0,440.0,1453.0,4.0,1,SBrkr,1479,0,0,1479,1.0,0.0,2,0,3,1,3.0,7,0,5.0,Attchd,2003.0,RFn,2.0,558.0,2.0,2.0,1,144,29,0,0,0,0,NaN,0,6,2007,WD,Normal,226000.0,0
30,RM,47.0,4608,Reg,Corner,0.0,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,MetalSd,None,0.0,2.0,3.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,747.0,747.0,2.0,1,SBrkr,747,0,0,747,0.0,0.0,1,0,2,1,2.0,4,0,5.0,Attchd,1945.0,Unf,1.0,220.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,6,2010,WD,Normal,80000.0,0
50,RL,81.0,15593,Reg,Corner,0.0,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,BrkFace,AsbShng,None,0.0,3.0,2.0,CBlock,2.0,2.0,3.0,2.0,603.0,0.0,701.0,1304.0,2.0,1,SBrkr,1304,983,0,2287,0.0,0.0,2,0,3,1,2.0,7,1,2.0,Attchd,1953.0,Fin,2.0,667.0,2.0,2.0,1,0,21,114,0,0,0,NaN,0,7,2006,WD,Normal,225000.0,0
20,RL,95.0,13651,IR1,Inside,0.0,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,Plywood,Plywood,BrkFace,1115.0,2.0,3.0,CBlock,3.0,2.0,0.0,1.0,1880.0,0.0,343.0,2223.0,4.0,1,SBrkr,2223,0,0,2223,1.0,0.0,2,0,3,1,2.0,8,2,3.0,Attchd,1973.0,Fin,2.0,516.0,2.0,2.0,1,300,0,0,0,0,0,NaN,0,2,2007,WD,Normal,244000.0,0
20,RL,69.0,7599,Reg,Corner,0.0,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,1.0,565.0,0.0,280.0,845.0,2.0,1,SBrkr,845,0,0,845,1.0,0.0,1,0,2,1,2.0,4,0,5.0,Detchd,1987.0,Unf,2.0,360.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,6,2007,WD,Normal,129500.0,0
60,RL,74.0,10141,IR1,Corner,0.0,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,40.0,2.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,832.0,832.0,3.0,1,SBrkr,885,833,0,1718,0.0,0.0,2,1,3,1,2.0,7,1,2.0,Attchd,1998.0,Fin,2.0,427.0,2.0,2.0,1,0,94,0,0,291,0,NaN,0,12,2009,WD,Normal,185000.0,0
20,RL,85.0,10200,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,BrkFace,104.0,2.0,2.0,CBlock,2.0,2.0,3.0,1.0,320.0,362.0,404.0,1086.0,3.0,1,SBrkr,1086,0,0,1086,1.0,0.0,1,0,3,1,2.0,6,0,5.0,Attchd,1989.0,Unf,2.0,490.0,2.0,2.0,1,0,0,0,0,0,0,GdWo,0,5,2010,WD,Normal,144900.0,0
50,RM,60.0,5790,Reg,Corner,0.0,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,VinylSd,None,0.0,3.0,3.0,CBlock,1.0,2.0,3.0,5.0,0.0,0.0,840.0,840.0,3.0,0,SBrkr,840,765,0,1605,0.0,0.0,2,0,3,2,2.0,8,0,5.0,Detchd,1915.0,Unf,1.0,379.0,2.0,2.0,1,0,0,202,0,0,0,NaN,0,5,2010,WD,Normal,107400.0,0
180,RM,21.0,1596,Reg,Inside,0.0,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,None,0.0,2.0,2.0,CBlock,3.0,2.0,0.0,0.0,462.0,0.0,0.0,462.0,2.0,1,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,2.0,5,0,5.0,BuiltIn,1973.0,Unf,1.0,297.0,2.0,2.0,1,120,101,0,0,0,0,GdWo,0,11,2009,WD,Normal,91000.0,0
20,RL,0.0,8475,IR1,Inside,0.0,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,1.0,228.0,0.0,724.0,952.0,4.0,1,FuseA,952,0,0,952,0.0,0.0,1,0,2,1,2.0,4,0,5.0,Detchd,1956.0,Unf,1.0,283.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,4,2008,WD,Normal,135750.0,0
50,RM,50.0,8635,Reg,Inside,0.0,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,2.0,336.0,41.0,295.0,672.0,2.0,1,SBrkr,1072,213,0,1285,1.0,0.0,1,0,2,1,2.0,6,0,5.0,Detchd,1948.0,Unf,1.0,240.0,2.0,2.0,1,0,0,0,0,0,0,MnPrv,0,1,2008,WD,Normal,127000.0,0
90,RL,72.0,10778,Reg,Inside,0.0,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,1768.0,1768.0,2.0,0,SBrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,2.0,8,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,1,0,0,0,0,0,0,NaN,0,4,2010,WD,Normal,136500.0,0
50,RM,60.0,10440,Reg,Corner,0.0,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,PConc,2.0,2.0,3.0,5.0,0.0,0.0,440.0,440.0,3.0,1,SBrkr,682,548,0,1230,0.0,0.0,1,1,2,1,2.0,5,0,5.0,Detchd,1966.0,Unf,2.0,440.0,2.0,2.0,1,74,0,128,0,0,0,MnPrv,0,5,2009,WD,Normal,110000.0,0
60,RL,100.0,13000,Reg,Corner,0.0,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,BrkFace,576.0,2.0,3.0,CBlock,3.0,2.0,3.0,3.0,448.0,0.0,448.0,896.0,2.0,1,SBrkr,1182,960,0,2142,0.0,0.0,2,1,4,1,3.0,8,1,3.0,Attchd,1968.0,Fin,1.0,509.0,2.0,2.0,1,0,72,0,0,252,0,NaN,0,6,2009,WD,Normal,193500.0,0
120,RM,32.0,4500,Reg,FR2,0.0,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,443.0,2.0,3.0,PConc,4.0,3.0,3.0,0.0,1201.0,0.0,36.0,1237.0,4.0,1,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,2.0,5,0,5.0,Attchd,1998.0,Fin,2.0,405.0,2.0,2.0,1,0,199,0,0,0,0,NaN,0,3,2006,WD,Normal,153500.0,0
20,RL,78.0,10206,Reg,Inside,0.0,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,468.0,2.0,2.0,PConc,3.0,2.0,3.0,0.0,33.0,0.0,1530.0,1563.0,4.0,1,SBrkr,1563,0,0,1563,0.0,0.0,2,0,3,1,3.0,6,1,3.0,Attchd,2007.0,RFn,3.0,758.0,2.0,2.0,1,144,99,0,0,0,0,NaN,0,10,2008,WD,Normal,245000.0,0
20,RL,80.0,8892,IR1,Inside,0.0,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkCmn,66.0,2.0,2.0,CBlock,2.0,2.0,3.0,5.0,0.0,0.0,1065.0,1065.0,3.0,1,SBrkr,1065,0,0,1065,0.0,0.0,1,1,3,1,2.0,6,0,5.0,Detchd,1974.0,Unf,2.0,461.0,2.0,2.0,1,74,0,0,0,0,0,NaN,0,7,2007,COD,Normal,126500.0,0
80,RL,0.0,8530,IR1,Inside,0.0,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,22.0,2.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,384.0,384.0,3.0,1,SBrkr,804,670,0,1474,0.0,0.0,2,1,3,1,2.0,7,1,2.0,BuiltIn,1995.0,Fin,2.0,400.0,2.0,2.0,1,120,72,0,0,0,0,NaN,700,5,2009,WD,Normal,168500.0,1
60,RL,121.0,16059,Reg,Corner,0.0,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,BrkFace,284.0,3.0,2.0,CBlock,3.0,2.0,3.0,5.0,0.0,0.0,1288.0,1288.0,4.0,1,SBrkr,1301,1116,0,2417,0.0,0.0,2,1,4,1,3.0,9,1,2.0,Attchd,1991.0,Unf,2.0,462.0,2.0,2.0,1,127,82,0,0,0,0,NaN,0,4,2006,WD,Normal,260000.0,0
60,RL,122.0,11911,IR2,Inside,0.0,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,3.0,2.0,1.0,5.0,0.0,0.0,684.0,684.0,4.0,1,SBrkr,684,876,0,1560,0.0,0.0,2,1,3,1,3.0,6,1,3.0,BuiltIn,2005.0,Fin,2.0,400.0,2.0,2.0,1,100,38,0,0,0,0,NaN,0,3,2009,WD,Normal,174000.0,0
160,FV,40.0,3951,Reg,Corner,0.0,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,76.0,3.0,2.0,PConc,3.0,2.0,1.0,5.0,0.0,0.0,612.0,612.0,4.0,1,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,3.0,4,0,5.0,Detchd,2009.0,RFn,2.0,528.0,2.0,2.0,1,0,234,0,0,0,0,NaN,0,6,2009,New,Partial,164500.0,0
50,C (all),105.0,8470,IR1,Corner,0.0,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,None,0.0,1.0,1.0,CBlock,2.0,1.0,3.0,5.0,0.0,0.0,1013.0,1013.0,2.0,0,SBrkr,1013,0,513,1526,0.0,0.0,1,0,2,1,1.0,6,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,0,0,0,156,0,0,0,MnPrv,0,10,2009,ConLD,Abnorml,85000.0,0
20,RL,60.0,8070,Reg,Inside,0.0,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,2.0,2.0,PConc,3.0,2.0,3.0,0.0,588.0,0.0,402.0,990.0,4.0,1,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,2.0,5,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,1,0,0,0,0,0,0,NaN,0,8,2007,WD,Normal,123600.0,0
20,RL,60.0,7200,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,None,0.0,2.0,2.0,Slab,5.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,1,FuseA,1040,0,0,1040,0.0,0.0,1,0,2,1,2.0,4,0,5.0,Detchd,1950.0,Unf,2.0,420.0,2.0,2.0,1,0,29,0,0,0,0,NaN,0,7,2006,WD,Normal,109900.0,0
20,RL,85.0,8500,Reg,Inside,0.0,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,BrkCmn,203.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,600.0,0.0,635.0,1235.0,2.0,1,SBrkr,1235,0,0,1235,0.0,0.0,1,0,2,1,2.0,6,0,5.0,Attchd,1961.0,Unf,2.0,480.0,2.0,2.0,1,0,0,0,0,0,0,GdWo,0,12,2006,WD,Abnorml,98600.0,0
30,RL,80.0,13360,IR1,Inside,0.0,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,3.0,BrkTil,3.0,2.0,3.0,1.0,713.0,0.0,163.0,876.0,4.0,1,SBrkr,964,0,0,964,1.0,0.0,1,0,2,1,2.0,5,0,5.0,Detchd,1921.0,Unf,2.0,432.0,2.0,2.0,1,0,0,44,0,0,0,NaN,0,8,2009,WD,Normal,163500.0,0
190,C (all),60.0,7200,Reg,Corner,0.0,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,None,0.0,2.0,2.0,BrkTil,2.0,1.0,2.0,3.0,1046.0,0.0,168.0,1214.0,4.0,0,SBrkr,1260,1031,0,2291,0.0,1.0,2,0,4,2,2.0,9,1,3.0,Detchd,1900.0,Unf,2.0,506.0,2.0,2.0,1,0,0,0,0,99,0,NaN,0,11,2007,WD,Normal,133900.0,0
60,RL,69.0,9337,IR1,Inside,0.0,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,2.0,3.0,PConc,3.0,2.0,3.0,0.0,648.0,0.0,176.0,824.0,4.0,1,SBrkr,905,881,0,1786,1.0,0.0,2,1,3,1,3.0,7,0,5.0,Attchd,1997.0,RFn,2.0,684.0,2.0,2.0,1,0,162,0,0,0,0,NaN,0,5,2007,WD,Normal,204750.0,0
60,RL,0.0,9765,IR2,Corner,0.0,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,BrkFace,68.0,4.0,3.0,PConc,3.0,3.0,3.0,1.0,310.0,0.0,370.0,680.0,3.0,1,SBrkr,680,790,0,1470,0.0,0.0,2,1,3,1,2.0,6,1,2.0,BuiltIn,1993.0,Fin,2.0,420.0,2.0,2.0,1,232,63,0,0,0,0,NaN,480,4,2009,WD,Normal,185000.0,1
20,RL,78.0,10264,IR1,Inside,0.0,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,3.0,2.0,PConc,3.0,2.0,1.0,1.0,1162.0,0.0,426.0,1588.0,4.0,1,SBrkr,1588,0,0,1588,0.0,0.0,2,0,3,1,3.0,6,0,5.0,Attchd,1999.0,RFn,2.0,472.0,2.0,2.0,1,158,29,0,0,0,0,NaN,0,8,2006,WD,Normal,214000.0,0
20,RL,73.0,10921,Reg,Inside,0.0,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,BrkFace,48.0,2.0,2.0,CBlock,2.0,2.0,3.0,3.0,520.0,0.0,440.0,960.0,2.0,1,FuseF,960,0,0,960,1.0,0.0,1,0,3,1,2.0,6,0,5.0,Attchd,1965.0,Fin,1.0,432.0,2.0,2.0,0,120,0,0,0,0,0,NaN,0,5,2007,WD,Normal,94750.0,0
30,RL,85.0,10625,Reg,Corner,0.0,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,BrkTil,2.0,2.0,3.0,1.0,108.0,0.0,350.0,458.0,1.0,0,SBrkr,835,0,0,835,0.0,0.0,1,0,2,1,2.0,5,0,5.0,Basment,1920.0,Unf,1.0,366.0,1.0,2.0,1,0,0,77,0,0,0,NaN,400,5,2010,COD,Abnorml,83000.0,1
20,RL,77.0,9320,IR1,Inside,0.0,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,1.0,569.0,0.0,381.0,950.0,1.0,1,SBrkr,1225,0,0,1225,1.0,0.0,1,1,3,1,2.0,6,0,5.0,NaN,0.0,NaN,0.0,0.0,5.0,5.0,1,352,0,0,0,0,0,NaN,400,1,2010,WD,Normal,128950.0,1
20,RL,0.0,10603,IR1,Inside,0.0,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,Plywood,Plywood,BrkFace,28.0,2.0,2.0,PConc,2.0,2.0,2.0,1.0,1200.0,0.0,410.0,1610.0,3.0,1,SBrkr,1610,0,0,1610,1.0,0.0,2,0,3,1,3.0,6,2,2.0,Attchd,1977.0,RFn,2.0,480.0,2.0,2.0,1,168,68,0,0,0,0,NaN,0,2,2010,WD,Normal,205000.0,0
60,RL,77.0,9206,Reg,Inside,0.0,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,HdBoard,BrkFace,336.0,3.0,2.0,CBlock,3.0,2.0,3.0,5.0,0.0,0.0,741.0,741.0,2.0,1,SBrkr,977,755,0,1732,0.0,0.0,2,1,3,1,3.0,7,1,2.0,Attchd,1985.0,Fin,2.0,476.0,2.0,2.0,1,192,46,0,0,0,0,NaN,0,6,2010,WD,Normal,178000.0,0
90,RL,64.0,7018,Reg,Inside,0.0,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,HdBoard,None,0.0,2.0,1.0,Slab,5.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,1,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,2.0,8,0,5.0,Attchd,1979.0,Unf,2.0,410.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,6,2009,WD,Alloca,118964.0,0
20,RL,94.0,10402,IR1,Corner,0.0,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,2.0,2.0,PConc,3.0,2.0,3.0,5.0,0.0,0.0,1226.0,1226.0,4.0,1,SBrkr,1226,0,0,1226,0.0,0.0,2,0,3,1,3.0,6,0,5.0,Attchd,2009.0,RFn,3.0,740.0,2.0,2.0,1,0,36,0,0,0,0,NaN,0,5,2010,WD,Normal,198900.0,0
50,RM,0.0,7758,Reg,Corner,0.0,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,Stucco,Stucco,BrkFace,600.0,2.0,1.0,PConc,2.0,2.0,3.0,4.0,224.0,0.0,816.0,1040.0,4.0,1,FuseF,1226,592,0,1818,0.0,0.0,1,1,4,1,2.0,7,2,2.0,Detchd,1951.0,Unf,1.0,240.0,2.0,2.0,1,0,0,0,0,184,0,NaN,0,6,2007,WD,Normal,169500.0,0
60,FV,75.0,9375,Reg,Inside,0.0,Somerst,Norm,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,768.0,3.0,2.0,PConc,4.0,2.0,3.0,5.0,0.0,0.0,1053.0,1053.0,4.0,1,SBrkr,1053,939,0,1992,0.0,0.0,2,1,3,1,3.0,9,1,3.0,Attchd,2003.0,RFn,2.0,648.0,2.0,2.0,1,140,45,0,0,0,0,NaN,0,8,2008,WD,Normal,250000.0,0
30,RM,60.0,10800,Reg,Inside,0.0,OldTown,Norm,1Fam,1Story,4,7,1885,1995,Mansard,VinylSd,VinylSd,None,0.0,2.0,2.0,BrkTil,1.0,2.0,3.0,5.0,0.0,0.0,641.0,641.0,3.0,1,SBrkr,1047,0,0,1047,0.0,0.0,1,0,2,1,2.0,6,0,5.0,Detchd,1954.0,Unf,1.0,273.0,1.0,1.0,0,0,0,0,0,0,0,NaN,450,8,2007,WD,Normal,100000.0,1
20,RM,50.0,6000,Reg,Inside,0.0,OldTown,Norm,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,VinylSd,None,0.0,2.0,2.0,CBlock,2.0,2.0,3.0,1.0,104.0,169.0,516.0,789.0,4.0,1,SBrkr,789,0,0,789,0.0,0.0,1,0,2,1,2.0,5,0,5.0,Detchd,1948.0,Unf,1.0,250.0,2.0,2.0,1,0,0,0,0,0,0,NaN,0,4,2008,WD,Partial,115000.0,0
